Province_State,Lat,Long_,Confirmed,Deaths
Puerto Rico,18.2208,-66.5901,804312,4644
Rhode Island,41.6809,-71.5118,405589,3618
South Carolina,33.8569,-80.945,1573585,18055
South Dakota,44.2998,-99.4388,245705,2940
Tennessee,35.7478,-86.6923,2155207,26828
Texas,31.0545,-97.5635,7306972,88689
Utah,40.15,-111.8624,989767,4847
Vermont,44.0459,-72.7107,136145,687
Virgin Islands,18.3358,-64.8963,21231,120
Virginia,37.7693,-78.17,1902133,20755
Washington,47.4009,-121.4905,1692004,13362
West Virginia,38.4912,-80.9545,540192,7091
Wisconsin,44.2685,-89.6165,1744108,14842
Wyoming,42.756,-107.3025,167386,1845
Alabama,32.3182,-86.9023,4307,118
Alaska,61.3707,-152.4044,293,9
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,3964,142
Arkansas,34.9697,-92.3731,1569,33
California,36.1162,-119.6816,26353,873
Colorado,39.0598,-105.3111,13216,897
Connecticut,41.5978,-72.7554,14755,868
Delaware,39.3185,-75.5071,2014,68
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,2197,72
Florida,27.7663,-81.6868,22511,596
Georgia,33.0406,-83.6431,14987,552
Grand Princess,,,103,0
Guam,13.4443,144.7937,135,5
Hawaii,21.0943,-157.4983,524,9
Idaho,44.2405,-114.4788,1473,39
Illinois,40.3495,-88.9861,24593,949
Indiana,39.8494,-86.2583,8960,567
Iowa,42.0115,-93.2105,1995,53
Kansas,38.5266,-96.7265,1504,73
Kentucky,37.6681,-84.6701,2210,115
Louisiana,31.1695,-91.8678,21951,1103
Maine,44.6939,-69.3819,770,24
Maryland,39.0639,-76.8021,10032,311
Massachusetts,42.2302,-71.5301,29918,1108
Michigan,43.3266,-84.5361,28059,1921
Minnesota,45.6945,-93.9002,1809,87
Mississippi,32.7416,-89.6787,3360,122
Missouri,38.4561,-92.2884,4876,154
Montana,46.9219,-110.4544,404,7
Nebraska,41.1254,-98.2681,901,20
Nevada,38.3135,-117.0554,3211,131
New Hampshire,43.4525,-71.5639,1139,32
New Jersey,40.2989,-74.521,71030,3156
New Mexico,34.8405,-106.2485,1484,36
New York,42.1657,-74.9481,214454,11569
North Carolina,35.6301,-79.8064,5340,130
North Dakota,47.5289,-99.784,392,9
Northern Mariana Islands,15.0979,145.6739,13,2
Ohio,40.3888,-82.7649,7794,470
Oklahoma,35.5653,-96.9289,2263,123
Oregon,44.572,-122.0709,1663,58
Pennsylvania,40.5908,-77.2098,26841,803
Puerto Rico,18.2208,-66.5901,974,51
Rhode Island,41.6809,-71.5118,3251,125
South Carolina,33.8569,-80.945,3656,106
South Dakota,44.2998,-99.4388,1168,6
Tennessee,35.7478,-86.6923,6051,135
Texas,31.0545,-97.5635,11815,415
Utah,40.15,-111.8624,2548,20
Vermont,44.0459,-72.7107,759,29
Virgin Islands,18.3358,-64.8963,51,1
Virginia,37.7693,-78.17,6500,195
Washington,47.4009,-121.4905,10942,609
West Virginia,38.4912,-80.9545,702,10
Wisconsin,44.2685,-89.6165,3721,183
Wyoming,42.756,-107.3025,287,1
Alabama,32.3182,-86.9023,1384836,19812
Alaska,61.3707,-152.4044,278318,1309
American Samoa,-14.271,-170.132,6505,31
Arizona,33.7298,-111.4312,2161045,30632
Arkansas,34.9697,-92.3731,881424,11620
California,36.1162,-119.6816,10372792,92699
Colorado,39.0598,-105.3111,1576652,12990
Connecticut,41.5978,-72.7554,840071,11083
Delaware,39.3185,-75.5071,288583,3001
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,159289,1354
Florida,27.7663,-81.6868,6614806,76489
Georgia,33.0406,-83.6431,2694160,38821
Grand Princess,,,103,3
Guam,13.4443,144.7937,53363,373
Hawaii,21.0943,-157.4983,317540,1535
Idaho,44.2405,-114.4788,470457,4994
Illinois,40.3495,-88.9861,3486089,38707
Indiana,39.8494,-86.2583,1794605,23962
Iowa,42.0115,-93.2105,805363,9718
Kansas,38.5266,-96.7265,819622,8957
Kentucky,37.6681,-84.6701,1422927,16258
Louisiana,31.1695,-91.8678,1339245,17462
Maine,44.6939,-69.3819,272361,2463
Maryland,39.0639,-76.8021,1153203,14862
Massachusetts,42.2302,-71.5301,1936447,21035
Michigan,43.3266,-84.5361,2636214,37142
Minnesota,45.6945,-93.9002,1561487,13161
Mississippi,32.7416,-89.6787,852423,12560
Missouri,38.4561,-92.2884,1532312,20998
Montana,46.9219,-110.4544,289345,3450
Nebraska,41.1254,-98.2681,506899,4356
Nevada,38.3135,-117.0554,789815,11141
New Hampshire,43.4525,-71.5639,334845,2604
New Jersey,40.2989,-74.521,2530796,34133
New Mexico,34.8405,-106.2485,575279,8006
New York,42.1657,-74.9481,5696031,69889
North Carolina,35.6301,-79.8064,2919068,25395
North Dakota,47.5289,-99.784,253306,2296
Northern Mariana Islands,15.0979,145.6739,12193,35
Ohio,40.3888,-82.7649,2867291,39154
Oklahoma,35.5653,-96.9289,1092763,16159
Oregon,44.572,-122.0709,830059,7884
Pennsylvania,40.5908,-77.2098,3038076,45949
Puerto Rico,18.2208,-66.5901,806697,4653
Rhode Island,41.6809,-71.5118,405974,3619
South Carolina,33.8569,-80.945,1573585,18055
South Dakota,44.2998,-99.4388,247274,2945
Tennessee,35.7478,-86.6923,2158809,26832
Texas,31.0545,-97.5635,7319729,88711
Utah,40.15,-111.8624,989767,4847
Vermont,44.0459,-72.7107,136695,688
Virgin Islands,18.3358,-64.8963,21246,120
Virginia,37.7693,-78.17,1905474,20772
Washington,47.4009,-121.4905,1695915,13404
West Virginia,38.4912,-80.9545,541062,7099
Wisconsin,44.2685,-89.6165,1746344,14849
Wyoming,42.756,-107.3025,167386,1845
Alabama,32.3182,-86.9023,4041,114
Alaska,61.3707,-152.4044,285,9
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,3809,131
Arkansas,34.9697,-92.3731,1498,32
California,36.1162,-119.6816,24541,781
Colorado,39.0598,-105.3111,12732,870
Connecticut,41.5978,-72.7554,13989,671
Delaware,39.3185,-75.5071,1926,61
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,2058,67
Florida,27.7663,-81.6868,21628,571
Georgia,33.0406,-83.6431,14578,525
Grand Princess,,,103,0
Guam,13.4443,144.7937,133,5
Hawaii,21.0943,-157.4983,511,9
Idaho,44.2405,-114.4788,1464,33
Illinois,40.3495,-88.9861,23248,868
Indiana,39.8494,-86.2583,8527,529
Iowa,42.0115,-93.2105,1899,49
Kansas,38.5266,-96.7265,1441,77
Kentucky,37.6681,-84.6701,2048,106
Louisiana,31.1695,-91.8678,21518,1013
Maine,44.6939,-69.3819,735,20
Maryland,39.0639,-76.8021,9472,302
Massachusetts,42.2302,-71.5301,28164,844
Michigan,43.3266,-84.5361,27001,1768
Minnesota,45.6945,-93.9002,1695,79
Mississippi,32.7416,-89.6787,3087,111
Missouri,38.4561,-92.2884,4815,151
Montana,46.9219,-110.4544,399,7
Nebraska,41.1254,-98.2681,897,20
Nevada,38.3135,-117.0554,3134,126
New Hampshire,43.4525,-71.5639,922,25
New Jersey,40.2989,-74.521,68824,2805
New Mexico,34.8405,-106.2485,1345,31
New York,42.1657,-74.9481,203020,10811
North Carolina,35.6301,-79.8064,5113,112
North Dakota,47.5289,-99.784,364,8
Northern Mariana Islands,15.0979,145.6739,11,2
Ohio,40.3888,-82.7649,7285,434
Oklahoma,35.5653,-96.9289,2184,108
Oregon,44.572,-122.0709,1633,55
Pennsylvania,40.5908,-77.2098,25612,716
Puerto Rico,18.2208,-66.5901,923,45
Rhode Island,41.6809,-71.5118,3251,108
South Carolina,33.8569,-80.945,3553,97
South Dakota,44.2998,-99.4388,988,6
Tennessee,35.7478,-86.6923,5788,124
Texas,31.0545,-97.5635,11137,372
Utah,40.15,-111.8624,2417,18
Vermont,44.0459,-72.7107,752,29
Virgin Islands,18.3358,-64.8963,51,1
Virginia,37.7693,-78.17,6182,154
Washington,47.4009,-121.4905,10799,599
West Virginia,38.4912,-80.9545,640,9
Wisconsin,44.2685,-89.6165,3555,170
Wyoming,42.756,-107.3025,282,1
Alabama,32.3182,-86.9023,1534287,20558
Alaska,61.3707,-152.4044,300177,1413
American Samoa,-14.271,-170.132,8257,34
Arizona,33.7298,-111.4312,2287886,31548
Arkansas,34.9697,-92.3731,959296,12475
California,36.1162,-119.6816,11369971,96794
Colorado,39.0598,-105.3111,1672312,13415
Connecticut,41.5978,-72.7554,912055,11463
Delaware,39.3185,-75.5071,312990,3147
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,169709,1397
Florida,27.7663,-81.6868,7192835,82176
Georgia,33.0406,-83.6431,2920663,40626
Grand Princess,,,103,3
Guam,13.4443,144.7937,58807,401
Hawaii,21.0943,-157.4983,361817,1704
Idaho,44.2405,-114.4788,499849,5216
Illinois,40.3495,-88.9861,3809678,39982
Indiana,39.8494,-86.2583,1937565,24900
Iowa,42.0115,-93.2105,862925,10177
Kansas,38.5266,-96.7265,887354,9607
Kentucky,37.6681,-84.6701,1609753,17261
Louisiana,31.1695,-91.8678,1461433,18168
Maine,44.6939,-69.3819,297021,2644
Maryland,39.0639,-76.8021,1267740,15550
Massachusetts,42.2302,-71.5301,2086638,22023
Michigan,43.3266,-84.5361,2886176,39250
Minnesota,45.6945,-93.9002,1686048,13825
Mississippi,32.7416,-89.6787,933065,12968
Missouri,38.4561,-92.2884,1673964,21863
Montana,46.9219,-110.4544,314561,3573
Nebraska,41.1254,-98.2681,533636,4550
Nevada,38.3135,-117.0554,852960,11555
New Hampshire,43.4525,-71.5639,356867,2745
New Jersey,40.2989,-74.521,2791469,34896
New Mexico,34.8405,-106.2485,627203,8642
New York,42.1657,-74.9481,6239294,73182
North Carolina,35.6301,-79.8064,3237440,26953
North Dakota,47.5289,-99.784,272915,2387
Northern Mariana Islands,15.0979,145.6739,13171,40
Ohio,40.3888,-82.7649,3185038,40419
Oklahoma,35.5653,-96.9289,1208316,17100
Oregon,44.572,-122.0709,908188,8680
Pennsylvania,40.5908,-77.2098,3304816,47705
Puerto Rico,18.2208,-66.5901,979769,5252
Rhode Island,41.6809,-71.5118,432042,3696
South Carolina,33.8569,-80.945,1721693,18578
South Dakota,44.2998,-99.4388,264187,3059
Tennessee,35.7478,-86.6923,2363847,28121
Texas,31.0545,-97.5635,8018789,90936
Utah,40.15,-111.8624,1045472,5056
Vermont,44.0459,-72.7107,144895,740
Virgin Islands,18.3358,-64.8963,23311,124
Virginia,37.7693,-78.17,2117608,22189
Washington,47.4009,-121.4905,1835075,14550
West Virginia,38.4912,-80.9545,607366,7514
Wisconsin,44.2685,-89.6165,1895475,15460
Wyoming,42.756,-107.3025,178444,1908
Alabama,32.3182,-86.9023,1534287,20558
Alaska,61.3707,-152.4044,300177,1413
American Samoa,-14.271,-170.132,8257,34
Arizona,33.7298,-111.4312,2287886,31548
Arkansas,34.9697,-92.3731,959579,12488
California,36.1162,-119.6816,11370105,96795
Colorado,39.0598,-105.3111,1672312,13415
Connecticut,41.5978,-72.7554,912720,11463
Delaware,39.3185,-75.5071,312990,3147
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,169709,1397
Florida,27.7663,-81.6868,7192835,82176
Georgia,33.0406,-83.6431,2920663,40626
Grand Princess,,,103,3
Guam,13.4443,144.7937,58807,401
Hawaii,21.0943,-157.4983,361817,1704
Idaho,44.2405,-114.4788,499849,5216
Illinois,40.3495,-88.9861,3809678,39982
Indiana,39.8494,-86.2583,1937565,24900
Iowa,42.0115,-93.2105,862925,10177
Kansas,38.5266,-96.7265,887354,9607
Kentucky,37.6681,-84.6701,1609753,17261
Louisiana,31.1695,-91.8678,1461433,18168
Maine,44.6939,-69.3819,297246,2648
Maryland,39.0639,-76.8021,1267740,15550
Massachusetts,42.2302,-71.5301,2086638,22023
Michigan,43.3266,-84.5361,2886176,39250
Minnesota,45.6945,-93.9002,1686048,13825
Mississippi,32.7416,-89.6787,933065,12968
Missouri,38.4561,-92.2884,1673964,21863
Montana,46.9219,-110.4544,314561,3573
Nebraska,41.1254,-98.2681,533636,4550
Nevada,38.3135,-117.0554,852960,11555
New Hampshire,43.4525,-71.5639,356867,2745
New Jersey,40.2989,-74.521,2795396,34904
New Mexico,34.8405,-106.2485,627203,8642
New York,42.1657,-74.9481,6241919,73182
North Carolina,35.6301,-79.8064,3237440,26953
North Dakota,47.5289,-99.784,272952,2387
Northern Mariana Islands,15.0979,145.6739,13171,40
Ohio,40.3888,-82.7649,3185038,40424
Oklahoma,35.5653,-96.9289,1208316,17100
Oregon,44.572,-122.0709,908188,8680
Pennsylvania,40.5908,-77.2098,3304816,47705
Puerto Rico,18.2208,-66.5901,980676,5257
Rhode Island,41.6809,-71.5118,432042,3696
South Carolina,33.8569,-80.945,1721693,18578
South Dakota,44.2998,-99.4388,264187,3059
Tennessee,35.7478,-86.6923,2364149,28121
Texas,31.0545,-97.5635,8018809,90937
Utah,40.15,-111.8624,1045472,5056
Vermont,44.0459,-72.7107,144895,740
Virgin Islands,18.3358,-64.8963,23311,124
Virginia,37.7693,-78.17,2117608,22189
Washington,47.4009,-121.4905,1835075,14550
West Virginia,38.4912,-80.9545,607366,7514
Wisconsin,44.2685,-89.6165,1895475,15460
Wyoming,42.756,-107.3025,178444,1908
Alabama,32.3182,-86.9023,79948,1473
Alaska,61.3707,-152.4044,2565,20
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,162014,3305
Arkansas,34.9697,-92.3731,38623,401
California,36.1162,-119.6816,464208,8435
Colorado,39.0598,-105.3111,49397,1852
Connecticut,41.5978,-72.7554,48776,4413
Delaware,39.3185,-75.5071,14290,595
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,11780,581
Florida,27.7663,-81.6868,423855,5854
Georgia,33.0406,-83.6431,167953,3498
Grand Princess,,,103,3
Guam,13.4443,144.7937,337,5
Hawaii,21.0943,-157.4983,1683,26
Idaho,44.2405,-114.4788,18178,146
Illinois,40.3495,-88.9861,172663,7590
Indiana,39.8494,-86.2583,62372,2835
Iowa,42.0115,-93.2105,42357,829
Kansas,38.5266,-96.7265,25289,331
Kentucky,37.6681,-84.6701,27082,700
Louisiana,31.1695,-91.8678,107574,3763
Maine,44.6939,-69.3819,3814,119
Maryland,39.0639,-76.8021,83748,3440
Massachusetts,42.2302,-71.5301,115637,8529
Michigan,43.3266,-84.5361,86661,6400
Minnesota,45.6945,-93.9002,51153,1614
Mississippi,32.7416,-89.6787,52154,1493
Missouri,38.4561,-92.2884,43207,1222
Montana,46.9219,-110.4544,3341,46
Nebraska,41.1254,-98.2681,24618,316
Nevada,38.3135,-117.0554,42843,734
New Hampshire,43.4525,-71.5639,6436,409
New Jersey,40.2989,-74.521,181415,15787
New Mexico,34.8405,-106.2485,19042,614
New York,42.1657,-74.9481,411736,32464
North Carolina,35.6301,-79.8064,112937,1817
North Dakota,47.5289,-99.784,5981,99
Northern Mariana Islands,15.0979,145.6739,40,2
Ohio,40.3888,-82.7649,84073,3070
Oklahoma,35.5653,-96.9289,31285,496
Oregon,44.572,-122.0709,16758,289
Pennsylvania,40.5908,-77.2098,111589,7132
Puerto Rico,18.2208,-66.5901,15143,201
Rhode Island,41.6809,-71.5118,18224,1022
South Carolina,33.8569,-80.945,81199,1491
South Dakota,44.2998,-99.4388,8395,123
Tennessee,35.7478,-86.6923,93690,967
Texas,31.0545,-97.5635,374207,5456
Utah,40.15,-111.8624,37973,274
Vermont,44.0459,-72.7107,1400,56
Virgin Islands,18.3358,-64.8963,352,7
Virginia,37.7693,-78.17,84567,2078
Washington,47.4009,-121.4905,53339,1537
West Virginia,38.4912,-80.9545,5889,103
Wisconsin,44.2685,-89.6165,48827,892
Wyoming,42.756,-107.3025,2475,25
Alabama,32.3182,-86.9023,1298880,19529
Alaska,61.3707,-152.4044,251506,1248
American Samoa,-14.271,-170.132,5663,21
Arizona,33.7298,-111.4312,2019174,29852
Arkansas,34.9697,-92.3731,834699,11366
California,36.1162,-119.6816,9183830,89671
Colorado,39.0598,-105.3111,1431762,12512
Connecticut,41.5978,-72.7554,750660,10826
Delaware,39.3185,-75.5071,260918,2896
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,140845,1333
Florida,27.7663,-81.6868,5906352,73789
Georgia,33.0406,-83.6431,2509160,37659
Grand Princess,,,103,3
Guam,13.4443,144.7937,47902,354
Hawaii,21.0943,-157.4983,245035,1407
Idaho,44.2405,-114.4788,445350,4918
Illinois,40.3495,-88.9861,3110236,37853
Indiana,39.8494,-86.2583,1695736,23535
Iowa,42.0115,-93.2105,761487,9510
Kansas,38.5266,-96.7265,772488,8524
Kentucky,37.6681,-84.6701,1324103,15341
Louisiana,31.1695,-91.8678,1235893,17220
Maine,44.6939,-69.3819,241249,2278
Maryland,39.0639,-76.8021,1023905,14418
Massachusetts,42.2302,-71.5301,1735758,20219
Michigan,43.3266,-84.5361,2411464,35935
Minnesota,45.6945,-93.9002,1442396,12742
Mississippi,32.7416,-89.6787,796740,12432
Missouri,38.4561,-92.2884,1426637,20473
Montana,46.9219,-110.4544,273413,3262
Nebraska,41.1254,-98.2681,478812,4195
Nevada,38.3135,-117.0554,716731,10684
New Hampshire,43.4525,-71.5639,307103,2472
New Jersey,40.2989,-74.521,2237831,33363
New Mexico,34.8405,-106.2485,520828,7436
New York,42.1657,-74.9481,5105071,68208
North Carolina,35.6301,-79.8064,2647650,23363
North Dakota,47.5289,-99.784,240459,2257
Northern Mariana Islands,15.0979,145.6739,11221,34
Ohio,40.3888,-82.7649,2688327,38600
Oklahoma,35.5653,-96.9289,1038801,15815
Oregon,44.572,-122.0709,713618,7478
Pennsylvania,40.5908,-77.2098,2803378,44578
Puerto Rico,18.2208,-66.5901,503841,4190
Rhode Island,41.6809,-71.5118,367902,3532
South Carolina,33.8569,-80.945,1472093,17734
South Dakota,44.2998,-99.4388,237535,2901
Tennessee,35.7478,-86.6923,2024965,26126
Texas,31.0545,-97.5635,6784916,87767
Utah,40.15,-111.8624,930558,4740
Vermont,44.0459,-72.7107,121193,626
Virgin Islands,18.3358,-64.8963,16030,111
Virginia,37.7693,-78.17,1689563,20124
Washington,47.4009,-121.4905,1479559,12650
West Virginia,38.4912,-80.9545,499619,6822
Wisconsin,44.2685,-89.6165,1600121,14402
Wyoming,42.756,-107.3025,156392,1807
Alabama,32.3182,-86.9023,81256,1491
Alaska,61.3707,-152.4044,2665,21
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,163827,3304
Arkansas,34.9697,-92.3731,39447,408
California,36.1162,-119.6816,470338,8470
Colorado,39.0598,-105.3111,49905,1856
Connecticut,41.5978,-72.7554,48983,4418
Delaware,39.3185,-75.5071,14406,596
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,11858,582
Florida,27.7663,-81.6868,432747,5931
Georgia,33.0406,-83.6431,170843,3509
Grand Princess,,,103,3
Guam,13.4443,144.7937,349,5
Hawaii,21.0943,-157.4983,1711,26
Idaho,44.2405,-114.4788,18692,152
Illinois,40.3495,-88.9861,173894,7608
Indiana,39.8494,-86.2583,62907,2839
Iowa,42.0115,-93.2105,42696,836
Kansas,38.5266,-96.7265,25805,335
Kentucky,37.6681,-84.6701,27586,709
Louisiana,31.1695,-91.8678,109917,3786
Maine,44.6939,-69.3819,3832,119
Maryland,39.0639,-76.8021,84876,3447
Massachusetts,42.2302,-71.5301,115926,8536
Michigan,43.3266,-84.5361,87173,6405
Minnesota,45.6945,-93.9002,51803,1616
Mississippi,32.7416,-89.6787,52781,1498
Missouri,38.4561,-92.2884,44506,1234
Montana,46.9219,-110.4544,3380,47
Nebraska,41.1254,-98.2681,24899,317
Nevada,38.3135,-117.0554,43831,739
New Hampshire,43.4525,-71.5639,6441,409
New Jersey,40.2989,-74.521,181910,15804
New Mexico,34.8405,-106.2485,19502,619
New York,42.1657,-74.9481,412344,32479
North Carolina,35.6301,-79.8064,114916,1838
North Dakota,47.5289,-99.784,6132,99
Northern Mariana Islands,15.0979,145.6739,40,2
Ohio,40.3888,-82.7649,85177,3094
Oklahoma,35.5653,-96.9289,32685,496
Oregon,44.572,-122.0709,17088,289
Pennsylvania,40.5908,-77.2098,112357,7137
Puerto Rico,18.2208,-66.5901,15431,201
Rhode Island,41.6809,-71.5118,18515,1023
South Carolina,33.8569,-80.945,82417,1506
South Dakota,44.2998,-99.4388,8444,123
Tennessee,35.7478,-86.6923,95586,978
Texas,31.0545,-97.5635,384780,6147
Utah,40.15,-111.8624,38409,281
Vermont,44.0459,-72.7107,1402,56
Virgin Islands,18.3358,-64.8963,364,7
Virginia,37.7693,-78.17,86072,2082
Washington,47.4009,-121.4905,54201,1545
West Virginia,38.4912,-80.9545,5999,104
Wisconsin,44.2685,-89.6165,49417,893
Wyoming,42.756,-107.3025,2520,25
Alabama,32.3182,-86.9023,1298626,19524
Alaska,61.3707,-152.4044,251506,1248
American Samoa,-14.271,-170.132,5663,21
Arizona,33.7298,-111.4312,2019174,29852
Arkansas,34.9697,-92.3731,834553,11360
California,36.1162,-119.6816,9171346,89657
Colorado,39.0598,-105.3111,1430998,12510
Connecticut,41.5978,-72.7554,749783,10825
Delaware,39.3185,-75.5071,260735,2896
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,140674,1333
Florida,27.7663,-81.6868,5906352,73759
Georgia,33.0406,-83.6431,2509160,37659
Grand Princess,,,103,3
Guam,13.4443,144.7937,47871,354
Hawaii,21.0943,-157.4983,245035,1407
Idaho,44.2405,-114.4788,445350,4918
Illinois,40.3495,-88.9861,3106647,37852
Indiana,39.8494,-86.2583,1695736,23523
Iowa,42.0115,-93.2105,761356,9510
Kansas,38.5266,-96.7265,772488,8524
Kentucky,37.6681,-84.6701,1323526,15326
Louisiana,31.1695,-91.8678,1235683,17213
Maine,44.6939,-69.3819,240810,2277
Maryland,39.0639,-76.8021,1022861,14412
Massachusetts,42.2302,-71.5301,1733156,20208
Michigan,43.3266,-84.5361,2411464,35935
Minnesota,45.6945,-93.9002,1441279,12739
Mississippi,32.7416,-89.6787,796645,12432
Missouri,38.4561,-92.2884,1424279,20414
Montana,46.9219,-110.4544,273371,3262
Nebraska,41.1254,-98.2681,478811,4195
Nevada,38.3135,-117.0554,716731,10684
New Hampshire,43.4525,-71.5639,306724,2472
New Jersey,40.2989,-74.521,2235034,33356
New Mexico,34.8405,-106.2485,520591,7434
New York,42.1657,-74.9481,5098022,68186
North Carolina,35.6301,-79.8064,2647650,23363
North Dakota,47.5289,-99.784,240398,2257
Northern Mariana Islands,15.0979,145.6739,11221,34
Ohio,40.3888,-82.7649,2681437,38599
Oklahoma,35.5653,-96.9289,1038301,15736
Oregon,44.572,-122.0709,712686,7468
Pennsylvania,40.5908,-77.2098,2801534,44550
Puerto Rico,18.2208,-66.5901,499973,4188
Rhode Island,41.6809,-71.5118,367413,3532
South Carolina,33.8569,-80.945,1472093,17734
South Dakota,44.2998,-99.4388,237535,2901
Tennessee,35.7478,-86.6923,2024509,26114
Texas,31.0545,-97.5635,6781684,87737
Utah,40.15,-111.8624,929361,4736
Vermont,44.0459,-72.7107,120847,626
Virgin Islands,18.3358,-64.8963,15955,111
Virginia,37.7693,-78.17,1688068,20099
Washington,47.4009,-121.4905,1479559,12650
West Virginia,38.4912,-80.9545,499445,6807
Wisconsin,44.2685,-89.6165,1598774,14399
Wyoming,42.756,-107.3025,156392,1807
Alabama,32.3182,-86.9023,467823,8365
Alaska,61.3707,-152.4044,55004,279
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,771796,13752
Arkansas,34.9697,-92.3731,302899,5009
California,36.1162,-119.6816,3437543,42531
Colorado,39.0598,-105.3111,419394,5937
Connecticut,41.5978,-72.7554,257941,7185
Delaware,39.3185,-75.5071,79225,1321
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,37365,932
Florida,27.7663,-81.6868,1752330,27247
Georgia,33.0406,-83.6431,928070,14756
Grand Princess,,,103,3
Guam,13.4443,144.7937,7622,129
Hawaii,21.0943,-157.4983,26953,416
Idaho,44.2405,-114.4788,164565,1747
Illinois,40.3495,-88.9861,1137559,21497
Indiana,39.8494,-86.2583,633667,11597
Iowa,42.0115,-93.2105,323216,5033
Kansas,38.5266,-96.7265,280967,3909
Kentucky,37.6681,-84.6701,372003,3921
Louisiana,31.1695,-91.8678,408995,9044
Maine,44.6939,-69.3819,40534,630
Maryland,39.0639,-76.8021,359037,7251
Massachusetts,42.2302,-71.5301,533921,12453
Michigan,43.3266,-84.5361,617745,15725
Minnesota,45.6945,-93.9002,465176,6319
Mississippi,32.7416,-89.6787,278532,6182
Missouri,38.4561,-92.2884,540007,7441
Montana,46.9219,-110.4544,95111,1308
Nebraska,41.1254,-98.2681,192549,1952
Nevada,38.3135,-117.0554,281596,4424
New Hampshire,43.4525,-71.5639,67492,1085
New Jersey,40.2989,-74.521,709096,21793
New Mexico,34.8405,-106.2485,176211,3355
New York,42.1657,-74.9481,1450912,44109
North Carolina,35.6301,-79.8064,781802,9728
North Dakota,47.5289,-99.784,97593,1447
Northern Mariana Islands,15.0979,145.6739,133,2
Ohio,40.3888,-82.7649,910847,17624
Oklahoma,35.5653,-96.9289,397858,3681
Oregon,44.572,-122.0709,145320,1998
Pennsylvania,40.5908,-77.2098,865248,22091
Puerto Rico,18.2208,-66.5901,94984,1861
Rhode Island,41.6809,-71.5118,117291,2387
South Carolina,33.8569,-80.945,453878,7487
South Dakota,44.2998,-99.4388,108813,1788
Tennessee,35.7478,-86.6923,730655,10202
Texas,31.0545,-97.5635,2498436,38495
Utah,40.15,-111.8624,351273,1711
Vermont,44.0459,-72.7107,12503,181
Virgin Islands,18.3358,-64.8963,2440,24
Virginia,37.7693,-78.17,516398,6650
Washington,47.4009,-121.4905,317878,4416
West Virginia,38.4912,-80.9545,123044,2080
Wisconsin,44.2685,-89.6165,597475,6545
Wyoming,42.756,-107.3025,52468,624
Alabama,32.3182,-86.9023,1568934,20737
Alaska,61.3707,-152.4044,301803,1455
American Samoa,-14.271,-170.132,8266,34
Arizona,33.7298,-111.4312,2378334,32182
Arkansas,34.9697,-92.3731,986287,12695
California,36.1162,-119.6816,11843445,98603
Colorado,39.0598,-105.3111,1736494,13888
Connecticut,41.5978,-72.7554,950046,11781
Delaware,39.3185,-75.5071,321888,3206
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,173386,1411
Florida,27.7663,-81.6868,7338503,83906
Georgia,33.0406,-83.6431,2985193,41417
Grand Princess,,,103,3
Guam,13.4443,144.7937,60087,411
Hawaii,21.0943,-157.4983,372198,1761
Idaho,44.2405,-114.4788,511601,5316
Illinois,40.3495,-88.9861,3974859,40702
Indiana,39.8494,-86.2583,2002760,25364
Iowa,42.0115,-93.2105,886411,10424
Kansas,38.5266,-96.7265,917086,9717
Kentucky,37.6681,-84.6701,1667275,17694
Louisiana,31.1695,-91.8678,1514113,18370
Maine,44.6939,-69.3819,306647,2790
Maryland,39.0639,-76.8021,1319516,15973
Massachusetts,42.2302,-71.5301,2154886,22940
Michigan,43.3266,-84.5361,2998447,40836
Minnesota,45.6945,-93.9002,1736893,14320
Mississippi,32.7416,-89.6787,960923,13112
Missouri,38.4561,-92.2884,1739036,22280
Montana,46.9219,-110.4544,323055,3621
Nebraska,41.1254,-98.2681,555114,4685
Nevada,38.3135,-117.0554,876118,11751
New Hampshire,43.4525,-71.5639,368507,2859
New Jersey,40.2989,-74.521,2937115,35531
New Mexico,34.8405,-106.2485,659888,8815
New York,42.1657,-74.9481,6592429,75211
North Carolina,35.6301,-79.8064,3316814,27629
North Dakota,47.5289,-99.784,280958,2427
Northern Mariana Islands,15.0979,145.6739,13319,41
Ohio,40.3888,-82.7649,3307568,41290
